Seconds,R_Time,Depth,Lat,Long,Resp_Num,Sleep_Num,Stroke_Rate,Heart_Rate,heading,pitch,roll
407552,2021-04-25 11:14:42,0.597724591353843,37.1167885130419,-122.331079121998,2,1,98.09731,99.1036,2.85409455234633,0.0175410591397005,-0.0316455582077974
407553,2021-04-25 11:14:43,0.689632010200502,37.1167891348454,-122.331080258948,2,1,94.73379,97.91041,2.79189075565704,-0.245952409137246,0.31936897763577
407554,2021-04-25 11:14:44,0.627093029379028,37.1167897591899,-122.331081402766,2,1,111.1807,103.353,2.72250862633761,0.162600629273841,0.354562936169145
407555,2021-04-25 11:14:45,0.611982706339508,37.1167903873627,-122.331082550368,2,1,101.9943,121.1258,-2.49169074492173,0.141922481492233,0.0213312868094942
407556,2021-04-25 11:14:46,0.65533211651027,37.1167910179146,-122.331083698806,2,1,62.25672,120.0391,-2.33007114386625,0.017226527871953,0.174587184117228
407557,2021-04-25 11:14:47,0.591370656783238,37.1167916508548,-122.331084847546,2,1,80.2359,88.76401,-1.88357818188942,0.0300150736829843,-0.0674461458980464
407558,2021-04-25 11:14:48,0.610939383975178,37.1167922854314,-122.331085996114,2,1,107.0967,89.28063,-2.26638310856979,-0.336260622221585,0.052256247205257
407559,2021-04-25 11:14:49,0.69480657366817,37.1167929216351,-122.331087144272,2,1,59.33713,112.2548,-1.77989538499373,-0.0544281734407902,-0.172541554188019
407560,2021-04-25 11:14:50,0.610952407998021,37.1167935578872,-122.331088292383,2,1,54.18824,86.64302,-1.88858964341454,-0.0334301598578122,-0.0762378391525871
407561,2021-04-25 11:14:51,0.593474582221116,37.1167941924557,-122.331089440977,2,1,40.62874,98.80006,-2.17979642994883,-0.0703530362885879,0.0811851410220175
407562,2021-04-25 11:14:52,0.6355375088885,37.1167948250912,-122.331090589692,2,1,54.56784,105.0844,-2.31710730270541,-0.0719694368214941,-0.125904995965201
407563,2021-04-25 11:14:53,0.703092265933446,37.1167954563434,-122.331091738285,2,1,71.97425,102.7046,-2.27283341431516,0.0007112712605377,-0.100380120716113
407564,2021-04-25 11:14:54,0.648392818968527,37.1167960880268,-122.33109288688,2,1,101.1842,103.0649,-2.24048983492029,-0.122436010329181,-0.0812204398561223
407565,2021-04-25 11:14:55,0.584703639268906,37.1167967205257,-122.331094035495,2,1,92.42943,103.5983,-2.18847817063747,-0.0597255340801487,-0.0324042468566031
407566,2021-04-25 11:14:56,0.650624240731947,37.116797353003,-122.331095184071,2,1,57.05917,122.0542,-2.2605512886658,-0.0692637089368618,-0.104953859682391
407567,2021-04-25 11:14:57,0.67262005671842,37.1167979846373,-122.331096332582,2,1,53.01137,95.57475,-2.30277399239731,-0.0159792104769348,-0.103525108706962
407568,2021-04-25 11:14:58,0.638505818976775,37.1167986162137,-122.331097481067,2,1,33.31236,105.1265,-2.21633176162434,-0.0036751747843034,-0.127623496306899
407569,2021-04-25 11:14:59,0.655882141077553,37.1167992482817,-122.331098629579,2,1,28.19625,106.2777,-2.21435778918465,-0.0327397599138884,-0.09051834525435
407570,2021-04-25 11:15:00,0.642916523334091,37.1167998801903,-122.331099778037,2,1,43.07075,106.5021,-2.25733862770083,-0.0526558491940733,-0.103525823374343
407571,2021-04-25 11:15:01,0.64702473953993,37.116798982564,-122.331099524123,2,1,63.6178,107.3811,-2.28209839871344,-0.0210933642821846,-0.131444940051881
407572,2021-04-25 11:15:02,0.583928947442873,37.1167977025595,-122.331098919594,2,1,45.2139,107.6726,-2.30101118608954,-0.0043098663525209,-0.0704181464743864
407573,2021-04-25 11:15:03,0.606664503686374,37.1167964226227,-122.331098315042,2,1,43.23242,107.3536,-2.33930703182549,-0.0167147166721603,-0.054967236918556
407574,2021-04-25 11:15:04,0.633088103187809,37.1167951424341,-122.331097710416,2,1,33.70553,108.325,-2.34438250102915,-0.0324565295533355,-0.069546780168853
407575,2021-04-25 11:15:05,0.691204998012959,37.1167938623784,-122.331097105779,2,1,22.57764,109.0761,-2.28722515954848,-0.0550359453523157,-0.139798335049685
407576,2021-04-25 11:15:06,0.643432267631381,37.1167925823809,-122.331096501094,2,1,22.57764,107.4312,-2.0388180320666,0.0327813246886908,-0.342125431929997
407577,2021-04-25 11:15:07,0.613137876007808,37.1167913002396,-122.331095895701,2,1,26.98029,96.6776,-2.74339034772265,-0.378383933297861,0.153334127424582
407578,2021-04-25 11:15:08,0.600957361849381,37.1167900179856,-122.331095290123,2,1,50.70703,84.88727,-2.53219868847712,-0.26124997748793,0.217469572747106
407579,2021-04-25 11:15:09,0.61332372082012,37.1167887373831,-122.331094685063,2,1,91.51254,121.478,-2.17713235652261,0.178478236788949,0.148981095092645
407580,2021-04-25 11:15:10,0.640248085315786,37.116787457309,-122.331094080194,2,1,95.66006,114.9553,-2.26047791223022,0.0326445627683461,0.091905233145176
407581,2021-04-25 11:15:11,0.614899241942161,37.1167861773565,-122.331093475348,2,1,75.08551,95.66747,-2.25836047656211,0.0320913320661853,0.0887065205119001
407582,2021-04-25 11:15:12,0.603037475443438,37.1167848973701,-122.331092870463,2,1,36.92657,101.5875,-2.25704814490112,0.0424905564127966,0.0936918153534334
407583,2021-04-25 11:15:13,0.656135436087021,37.1167836173653,-122.331092265551,2,1,30.505,100.2522,-2.26105723697341,0.0397685043075977,0.100559410615099
407584,2021-04-25 11:15:14,0.628880730520789,37.1167823372097,-122.331091660589,2,1,17.66187,97.9833,-2.27572791574197,0.0493607916647979,0.0848821887479157
407585,2021-04-25 11:15:15,0.625330856059294,37.1167810570318,-122.331091055597,2,1,17.66187,97.52288,-2.28992145282907,0.0741911343151406,0.120948576615365
407586,2021-04-25 11:15:16,0.623660279022532,37.1167797768591,-122.331090450583,2,1,36.04554,99.52596,-2.29187374432565,0.0567333028485924,0.0949812471209927
407587,2021-04-25 11:15:17,0.625384639584537,37.1167784968345,-122.331089845551,2,1,55.76719,102.1277,-2.24564164801788,0.040601547266694,0.0798348510724329
407588,2021-04-25 11:15:18,0.624613964218425,37.116777216816,-122.331089240465,2,1,21.6758,102.3762,-2.27452302069682,0.0084662904833326,0.13043948605788
407589,2021-04-25 11:15:19,0.658387649304559,37.1167759366873,-122.331088635295,2,1,21.6758,101.9423,-2.34827882978646,-0.0012438846309789,0.179455385807199
407590,2021-04-25 11:15:20,0.640283472455875,37.116774656269,-122.33108803003,2,1,31.99179,102.8109,-2.39365504815947,0.0010590038817461,0.14589088884376
407591,2021-04-25 11:15:21,0.62815379443371,37.1167733755836,-122.331087424697,2,1,56.73312,102.4345,-2.2883631954259,0.0442544896285731,0.0803974316448405
407592,2021-04-25 11:15:22,0.65544573131016,37.1167720950373,-122.33108681936,2,1,56.81926,103.9098,-2.37188102067701,0.0036079124430385,0.134838057956423
407593,2021-04-25 11:15:23,0.626789220927372,37.1167708141564,-122.331086213914,2,1,41.73489,105.7461,-2.40704395671726,0.0025508906413283,0.0906573428500372
407594,2021-04-25 11:15:24,0.592244854539318,37.1167695331893,-122.331085608426,2,1,44.09633,104.2397,-2.37263488235211,0.0035144513466274,0.0829151527291384
407595,2021-04-25 11:15:25,0.631416834536049,37.1167682523679,-122.331085002948,2,1,39.4963,103.5781,-2.32700513792172,0.0171019102299232,0.0872924013837746
407596,2021-04-25 11:15:26,0.614238122355039,37.1167669715987,-122.331084397433,2,1,30.29622,102.0221,-2.34308657124048,0.0172108519176268,0.077948818907669
407597,2021-04-25 11:15:27,0.602796092277118,37.1167656907992,-122.331083791896,2,1,32.23869,98.6632,-2.36552486399942,0.0114236864105523,0.0878864413490437
407598,2021-04-25 11:15:28,0.638464162433357,37.1167644099982,-122.331083186327,2,1,21.79199,95.75697,-2.35334976221252,0.0154206259730513,0.088917668588432
407599,2021-04-25 11:15:29,0.603010305705171,37.1167631292075,-122.331082580728,2,1,12.23756,91.71867,-2.37657825707095,0.0039971775110127,0.0944474136724993
407600,2021-04-25 11:15:30,0.621753419218109,37.1167618484284,-122.331081975097,2,1,12.23756,85.92475,-2.3664524051499,0.0072273371192985,0.104378807391218
407601,2021-04-25 11:15:31,0.639858826464877,37.1167605675669,-122.331081369397,2,1,12.23756,81.35699,-2.34320900793134,0.0223717240140406,0.0777367962680061
407602,2021-04-25 11:15:32,0.64393650698762,37.1167592866706,-122.331080763678,2,1,12.23756,83.6105,-2.39310384018826,0.0096378065579699,0.0865858024725588
407603,2021-04-25 11:15:33,0.633069758071835,37.1167580057249,-122.331080157913,2,1,14.62784,92.43944,-2.39414606659146,0.0221866650983169,0.0853684290351315
407604,2021-04-25 11:15:34,0.695858294288303,37.1167567248098,-122.331079552134,2,1,17.01813,93.99093,-2.33886083779421,0.0233188192272376,0.090979092085039
407605,2021-04-25 11:15:35,0.61468432281754,37.1167554444921,-122.331078946472,2,1,17.01813,94.3581,-2.29152057443303,0.0549746099458173,0.147540225040217
407606,2021-04-25 11:15:36,0.624448790942473,37.1167541644081,-122.331078340809,2,1,17.01813,96.57698,-2.39045085113434,0.0492330852629022,0.185291060407255
407607,2021-04-25 11:15:37,0.632550112943087,37.1167528839134,-122.331077735057,2,1,27.93661,96.55777,-2.37698690340206,0.0581646790415007,0.136279304239845
407608,2021-04-25 11:15:38,0.615876195869811,37.1167516033764,-122.331077129272,2,1,51.8499,99.97881,-2.33760079622211,0.0603194457499138,0.098355342897788
407609,2021-04-25 11:15:39,0.607150033168014,37.1167503232459,-122.331076523536,2,1,44.54774,99.47563,-2.26224631284877,0.0126576470773037,0.0666528762915419
407610,2021-04-25 11:15:40,0.625365886082892,37.1167490438417,-122.33107591786,2,1,21.63815,98.49716,-2.21780104898679,0.0892909992587759,0.15586361242331
407611,2021-04-25 11:15:41,0.6079976041654,37.1167477642689,-122.331075312108,2,1,21.63815,98.06842,-2.14674056882383,0.0667667393732214,0.128633101180632
407612,2021-04-25 11:15:42,0.607858831603397,37.1167464843634,-122.331074706316,2,1,32.29841,96.33443,-2.72107367618063,-0.216314761368598,0.304029376532721
407613,2021-04-25 11:15:43,0.659870091875966,37.1167452037353,-122.331074100359,2,1,58.10208,92.50811,-1.28766677223365,0.579964366194876,0.0307202586246426
407614,2021-04-25 11:15:44,0.625486007014829,37.1167439239239,-122.331073494469,2,1,67.62045,88.68884,-1.40723853506221,0.413343669168701,-0.0377301201174764
407615,2021-04-25 11:15:45,0.61615429773098,37.1167426471424,-122.331072888379,2,1,90.0566,94.53439,-2.27667080703721,-0.125378112306512,0.237927971944301
407616,2021-04-25 11:15:46,0.634892875825448,37.1167413724295,-122.331072281422,2,1,115.0716,60.47285,-2.21732971235994,-0.429665408848453,0.196515283764171
407617,2021-04-25 11:15:47,0.658808925156289,37.1167400988556,-122.331071673742,2,1,112.6436,62.96892,-1.57182373121038,-0.0562093601168166,-0.112003777818344
407618,2021-04-25 11:15:48,0.604399383175979,37.1167388256229,-122.331071065762,2,1,111.1884,91.3495,-1.5432436210907,-0.0681225411344749,-0.103559396320831
407619,2021-04-25 11:15:49,0.637191366354194,37.1167375522489,-122.331070457858,2,1,97.4442,91.01389,-1.58699369690662,-0.0843424920651187,-0.18403811684489
407620,2021-04-25 11:15:50,0.601257437096673,37.1167362786397,-122.33106985012,2,1,51.06046,93.13418,-1.67153471959818,-0.0523571927782034,-0.0795827760089201
407621,2021-04-25 11:15:51,0.645515291422973,37.1167350046324,-122.331069242622,2,1,37.18869,95.92561,-1.62533846952544,0.177390388238406,-0.154089451340008
407622,2021-04-25 11:15:52,0.635516907455333,37.1167337295084,-122.331068635726,2,1,27.90234,92.54074,-1.81961780027456,0.0024278973591784,-0.0036408930023342
407623,2021-04-25 11:15:53,0.671349998221026,37.1167324543203,-122.331068028857,2,1,58.54708,93.2776,-1.73202450033607,-0.0264064265055899,-0.0688857027529127
407624,2021-04-25 11:15:54,0.616447075650618,37.1167311794297,-122.331067421812,2,1,116.4138,95.46754,-1.77476513844004,-0.0413422573204615,-0.0805576383845593
407625,2021-04-25 11:15:55,0.588178960461467,37.1167299042283,-122.331066814894,2,1,85.08082,97.06137,-1.76807387718328,-0.0448361089105112,-0.0828351618791705
407626,2021-04-25 11:15:56,0.683539756558906,37.1167286290923,-122.33106620791,2,1,19.06021,95.75965,-1.76694542177705,-0.0613180587622154,-0.0758974012630268
407627,2021-04-25 11:15:57,0.653815057876718,37.1167273541105,-122.331065600799,2,1,19.06021,92.52886,-1.74451705345622,-0.065051765127766,-0.066342182213208
407628,2021-04-25 11:15:58,0.645172443485251,37.116726078981,-122.331064993736,2,1,21.95103,91.3967,-1.77561273187686,-0.0492160469760878,-0.100214787736882
407629,2021-04-25 11:15:59,0.623568965969287,37.1167248039122,-122.331064386623,2,1,27.73266,95.1243,-1.71915955487956,-0.068191300773354,-0.131231842133819
407630,2021-04-25 11:16:00,0.628603322295051,37.1167235292709,-122.331063779246,2,1,50.22589,95.57807,-1.71296923921625,-0.0203308052343169,-0.125662911921653
407631,2021-04-25 11:16:01,0.65398352432874,37.1167222546157,-122.33106317184,2,1,81.54138,90.9731,-1.76083205328269,-0.0732469062166474,-0.0661753770322097
407632,2021-04-25 11:16:02,0.595383965275218,37.1167209799989,-122.331062564359,2,1,43.2593,90.15719,-1.714908405846,-0.0786262553921515,-0.0878187330537251
407633,2021-04-25 11:16:03,0.61273161507054,37.1167197052572,-122.331061956922,2,1,21.37899,90.11082,-1.73056708833489,-0.0605317658842297,-0.0985219990653588
407634,2021-04-25 11:16:04,0.654033031665686,37.1167184304338,-122.331061349499,2,1,21.37899,92.54072,-1.71468271665636,-0.0626666972263382,-0.104874392969766
407635,2021-04-25 11:16:05,0.647073485922779,37.1167171558392,-122.331060741898,2,1,25.64296,94.00038,-1.69440816650278,-0.0801911797286194,-0.0900761263629712
407636,2021-04-25 11:16:06,0.582374056677922,37.1167158812106,-122.331060134276,2,1,32.63135,91.94844,-1.71236453358099,-0.0398228012385739,-0.0880796727759977
407637,2021-04-25 11:16:07,0.651139019292867,37.1167146065241,-122.331059526668,2,1,29.55223,91.48811,-1.69812474160649,-0.0696765623182499,-0.101939920357024
407638,2021-04-25 11:16:08,0.630992690206365,37.1167133319641,-122.331058918943,2,1,32.57461,91.90109,-1.67313312087718,-0.064319210706193,-0.103065187832854
407639,2021-04-25 11:16:09,0.679640993355679,37.1167120573363,-122.331058311202,2,1,38.61937,90.51317,-1.69737800709205,-0.09158524657901,-0.0702382590085943
407640,2021-04-25 11:16:10,0.615676818946775,37.1167107826477,-122.331057703453,2,1,33.02649,88.52177,-1.70225491156573,-0.087417914826916,-0.0518428505854993
407641,2021-04-25 11:16:11,0.636196764287205,37.1167095079661,-122.331057095688,2,1,21.84074,87.82702,-1.71059212903036,-0.0614840591418881,-0.0749152914049146
407642,2021-04-25 11:16:12,0.6335739122665,37.1167082331134,-122.331056487998,2,1,21.84074,92.05237,-1.73694311203167,-0.0616030784036569,-0.082914611535682
407643,2021-04-25 11:16:13,0.661813825130381,37.1167069582496,-122.331055880285,2,1,25.91318,92.11256,-1.71044901329602,-0.0793221357370913,-0.109160544552697
407644,2021-04-25 11:16:14,0.628684948353439,37.1167056833849,-122.331055272523,2,1,29.46873,89.54221,-1.74318548740001,-0.0840491559529919,-0.0864525593213254
407645,2021-04-25 11:16:15,0.626991118458659,37.1167044084319,-122.331054664778,2,1,20.29007,87.93507,-1.7144167395523,-0.0469447081274913,-0.080084951004304
407646,2021-04-25 11:16:16,0.631723824481751,37.1167031334698,-122.331054057021,2,1,20.29007,88.42545,-1.77930816821426,-0.0788862414612472,-0.0900969990112157
407647,2021-04-25 11:16:17,0.656553097267182,37.116701858219,-122.331053449403,2,1,37.10409,90.59031,-1.88698594752857,-0.034306974509191,-0.0640917278016145
407648,2021-04-25 11:16:18,0.66310442329411,37.1167005819014,-122.33105284221,2,1,84.58852,90.64972,-1.95274567573834,-0.0471393403976516,-0.110542784777719
407649,2021-04-25 11:16:19,0.63763140427695,37.1166993050458,-122.331052235137,2,1,91.0268,90.4175,-1.92252648353763,-0.0295116720495275,-0.0584757000017459
407650,2021-04-25 11:16:20,0.621265215908236,37.1166980282881,-122.331051628001,2,1,41.26726,92.63818,-1.92013998639959,-0.0093739887199298,-0.0314544519882147
407651,2021-04-25 11:16:21,0.643040093546972,37.1166967515995,-122.331051020809,2,1,26.84623,151.9425,-1.93014708713049,-0.0242819496675792,-0.0084926970236071
407652,2021-04-25 11:16:22,0.660939143674856,37.1166954749636,-122.331050413582,2,1,49.96817,94.32482,-1.91571927103562,-0.0340418130082585,-0.0402289384810152
407653,2021-04-25 11:16:23,0.659104360236501,37.1166941984542,-122.33104980628,2,1,96.44874,97.93028,-1.92252575035665,-0.0547773797468227,-0.0676277836111293
407654,2021-04-25 11:16:24,0.678560803400284,37.1166929219583,-122.331049198948,2,1,72.30283,97.66559,-1.96184294790356,0.0006377656772163,0.0028048002243262
407655,2021-04-25 11:16:25,0.595736420734767,37.1166916452678,-122.331048591647,2,1,23.06433,94.97309,-2.06985569273308,-0.22754749075955,-0.0233203023646058
407656,2021-04-25 11:16:26,0.623197976794703,37.1166903682427,-122.331047984403,2,1,54.45596,95.31749,-1.86889297601161,0.0333466346031183,-0.0336183284382706
407657,2021-04-25 11:16:27,0.609534983944018,37.1166890910065,-122.331047377156,2,1,95.4177,97.51323,-2.02682259316485,-0.0440498259712139,-0.0153760129513224
407658,2021-04-25 11:16:28,0.648989681505725,37.116687813751,-122.331046769895,2,1,46.57708,98.13033,-1.97913405575139,-0.0063060410258466,-0.0660619996758331
407659,2021-04-25 11:16:29,0.61319004102217,37.1166865363759,-122.331046162634,2,1,32.83809,97.77312,-2.03657842128786,-0.0439041764276533,-0.0466533130305242
407660,2021-04-25 11:16:30,0.658265707580952,37.1166852586975,-122.331045555397,2,1,26.15028,97.66556,-2.00120489500799,0.0057899535213519,-0.0765234837906189
407661,2021-04-25 11:16:31,0.618442433574664,37.1166839806816,-122.331044948175,2,1,26.15028,98.22543,-2.12163775207825,-0.107763494719645,-0.167633214372388
407662,2021-04-25 11:16:32,0.643322539772047,37.1166827027523,-122.331044340907,2,1,26.34107,98.12877,-1.99132451990947,-0.0428321331746737,-0.223230583223464
407663,2021-04-25 11:16:33,0.65195781086624,37.1166814249834,-122.331043733593,2,1,26.72263,135.4223,-2.09123315090347,-0.101603915341489,-0.191167650529887
407664,2021-04-25 11:16:34,0.607956028173961,37.116680147319,-122.331043126231,2,1,31.76191,85.53893,-1.94614200407568,0.12118768785625,-0.104721256393086
407665,2021-04-25 11:16:35,0.633398719203722,37.1166788683587,-122.331042518879,2,1,58.08651,90.25484,-2.56468632533819,-0.797047179615224,-0.0392103553178299
407666,2021-04-25 11:16:36,0.629475672488566,37.1166775881467,-122.331041911338,2,1,98.84324,110.0092,-2.58015524431024,-0.340539823099877,0.124279699660587
407667,2021-04-25 11:16:37,0.579006566410852,37.1166763085495,-122.331041303876,2,1,96.16409,106.0816,-2.40108797162779,-0.27577016522224,0.0535182594287554
407668,2021-04-25 11:16:38,0.641544037554289,37.1166750288932,-122.331040696332,2,1,90.87362,95.4084,-2.59575314350298,-0.255865575263574,0.228236153065112
407669,2021-04-25 11:16:39,0.60057934455924,37.1166737484374,-122.331040088554,2,1,95.53924,70.73697,-2.81846661901259,-0.201756618870189,0.331142283338046
407670,2021-04-25 11:16:40,0.621107073374969,37.1166724654195,-122.331039479357,2,1,83.25328,94.78644,-3.11727182645548,-0.0196203010230929,0.348888543697274
407671,2021-04-25 11:16:41,0.631537364682068,37.1166711818843,-122.331038869776,2,1,77.52598,130.1832,-2.94204897361356,-0.531146949682717,0.138298879368564
407672,2021-04-25 11:16:42,0.607721571953345,37.1166698997957,-122.331038261246,2,1,104.4567,117.7946,-2.87654345619071,-0.697448566798485,0.239310445840365
407673,2021-04-25 11:16:43,0.665296804974947,37.1166686175791,-122.331037652543,2,1,65.77215,131.5322,-2.86984506814759,-0.747322047255507,0.151178280464293
407674,2021-04-25 11:16:44,0.58574351648421,37.116667334461,-122.331037043188,2,1,81.95769,160.2413,-2.99428506620949,-0.508780008940718,0.226336459843611
407675,2021-04-25 11:16:45,0.656621366226272,37.1166660511133,-122.331036433678,2,1,117.3635,102.2174,-2.89982759532404,-0.512899187173479,0.203808851076504
407676,2021-04-25 11:16:46,0.602624010881066,37.1166647680284,-122.331035824383,2,1,103.4903,121.1159,-3.06148905883236,-0.509160974328371,0.277942100648635
407677,2021-04-25 11:16:47,0.614311960735203,37.1166634844855,-122.331035214624,2,1,61.16486,81.65787,-3.01729840423702,-0.67980015429294,0.177932256747877
407678,2021-04-25 11:16:48,0.621306155877945,37.1166622005934,-122.331034604503,2,1,61.64022,107.277,-2.75823466591528,-0.795847162782907,-0.185011784019925
407679,2021-04-25 11:16:49,0.638082154335651,37.1166609173519,-122.33103399488,2,1,62.12648,106.5066,-2.75399305673596,-0.49270451473105,0.102697774255017
407680,2021-04-25 11:16:50,0.622672371547359,37.116659635321,-122.331033386029,2,1,61.24996,141.6268,-2.90042061060773,-0.708534811317741,0.294952486948343
407681,2021-04-25 11:16:51,0.566113513402993,37.1166583544153,-122.331032777562,2,1,61.93722,86.46648,-2.96108891995931,-0.762896319387509,0.376788714649777
407682,2021-04-25 11:16:52,0.609248716049396,37.1166570733397,-122.331032169047,2,1,76.70004,77.31043,-2.66946694124596,-0.396478877318965,0.139240330627434
407683,2021-04-25 11:16:53,0.615187205918955,37.1166557912187,-122.331031559948,2,1,113.1609,89.85366,-1.7646428490284,0.392325232440508,-0.0303140554278523
